country,IN,2011,Playground ,2015,877416
district,244,2011,Boundarywall ,2015,88
district,244,2011,Girls Toilet ,2015,719
district,244,2011,Boys Toilet ,2015,733
district,244,2011,Drinking Water ,2015,504
district,244,2011,Electricity ,2015,111
district,244,2011,Computer ,2015,57
district,294,2011,Playground ,2015,502
district,294,2011,Boundarywall ,2015,88
district,294,2011,Girls Toilet ,2015,719
district,294,2011,Boys Toilet ,2015,733
district,294,2011,Drinking Water ,2015,504
district,294,2011,Electricity ,2015,111
district,294,2011,Computer ,2015,57
district,545,2011,Playground ,2015,3795
district,545,2011,Boundarywall ,2015,3626
district,545,2011,Girls Toilet ,2015,5950
district,545,2011,Boys Toilet ,2015,5890
district,545,2011,Drinking Water ,2015,5903
district,545,2011,Electricity ,2015,5709
district,545,2011,Computer ,2015,2172
district,247,2011,Playground ,2015,93
district,247,2011,Boundarywall ,2015,153
district,247,2011,Girls Toilet ,2015,287
district,247,2011,Boys Toilet ,2015,258
district,247,2011,Drinking Water ,2015,214
district,247,2011,Electricity ,2015,58
district,247,2011,Computer ,2015,37
district,298,2011,Playground ,2015,740
district,298,2011,Boundarywall ,2015,989
district,298,2011,Girls Toilet ,2015,2147
district,298,2011,Boys Toilet ,2015,2173
district,298,2011,Drinking Water ,2015,1756
district,298,2011,Electricity ,2015,944
district,298,2011,Computer ,2015,438
district,251,2011,Playground ,2015,100
district,251,2011,Boundarywall ,2015,135
district,251,2011,Girls Toilet ,2015,180
district,251,2011,Boys Toilet ,2015,170
district,251,2011,Drinking Water ,2015,170
district,251,2011,Electricity ,2015,55
district,251,2011,Computer ,2015,66
district,595,2011,Playground ,2015,1136
district,595,2011,Boundarywall ,2015,1259
district,595,2011,Girls Toilet ,2015,1348
district,595,2011,Boys Toilet ,2015,1341
district,595,2011,Drinking Water ,2015,1364
district,595,2011,Electricity ,2015,1345
district,595,2011,Computer ,2015,1323
district,610,2011,Playground ,2015,2012
district,610,2011,Boundarywall ,2015,2006
district,610,2011,Girls Toilet ,2015,2380
district,610,2011,Boys Toilet ,2015,2356
district,610,2011,Drinking Water ,2015,2401
district,610,2011,Electricity ,2015,2392
district,610,2011,Computer ,2015,1442
district,201,2011,Playground ,2015,2340
district,201,2011,Boundarywall ,2015,2515
district,201,2011,Girls Toilet ,2015,3120
district,201,2011,Boys Toilet ,2015,3088
district,201,2011,Drinking Water ,2015,3108
district,201,2011,Electricity ,2015,1009
district,201,2011,Computer ,2015,368
district,161,2011,Playground ,2015,2921
district,161,2011,Boundarywall ,2015,2490
district,161,2011,Girls Toilet ,2015,3088
district,161,2011,Boys Toilet ,2015,3066
district,161,2011,Drinking Water ,2015,3082
district,161,2011,Electricity ,2015,1436
district,161,2011,Computer ,2015,339
district,177,2011,Playground ,2015,2647
district,177,2011,Boundarywall ,2015,2711
district,177,2011,Girls Toilet ,2015,3516
district,177,2011,Boys Toilet ,2015,3400
district,177,2011,Drinking Water ,2015,3545
district,177,2011,Electricity ,2015,1404
district,177,2011,Computer ,2015,605
district,88,2011,Playground ,2015,876
district,88,2011,Boundarywall ,2015,1013
district,88,2011,Girls Toilet ,2015,1003
district,88,2011,Boys Toilet ,2015,985
district,88,2011,Drinking Water ,2015,1030
district,88,2011,Electricity ,2015,1011
district,88,2011,Computer ,2015,715
district,45,2011,Playground ,2015,560
district,45,2011,Boundarywall ,2015,549
district,45,2011,Girls Toilet ,2015,554
district,45,2011,Boys Toilet ,2015,552
district,45,2011,Drinking Water ,2015,559
district,45,2011,Electricity ,2015,560
district,45,2011,Computer ,2015,309
district,159,2011,Playground ,2015,1466
district,159,2011,Boundarywall ,2015,1798
district,159,2011,Girls Toilet ,2015,2687
district,159,2011,Boys Toilet ,2015,2659
district,159,2011,Drinking Water ,2015,2671
district,159,2011,Electricity ,2015,888
district,159,2011,Computer ,2015,471
district,78,2011,Playground ,2015,860
district,78,2011,Boundarywall ,2015,903
district,78,2011,Girls Toilet ,2015,873
district,78,2011,Boys Toilet ,2015,839
district,78,2011,Drinking Water ,2015,911
district,78,2011,Electricity ,2015,908
district,78,2011,Computer ,2015,392
district,40,2011,Playground ,2015,830
district,40,2011,Boundarywall ,2015,832
district,40,2011,Girls Toilet ,2015,827
district,40,2011,Boys Toilet ,2015,825
district,40,2011,Drinking Water ,2015,833
district,40,2011,Electricity ,2015,833
district,40,2011,Computer ,2015,376
district,172,2011,Playground ,2015,2673
district,172,2011,Boundarywall ,2015,2573
district,172,2011,Girls Toilet ,2015,3943
district,172,2011,Boys Toilet ,2015,3910
district,172,2011,Drinking Water ,2015,3838
district,172,2011,Electricity ,2015,1071
district,172,2011,Computer ,2015,431
district,147,2011,Playground ,2015,2499
district,147,2011,Boundarywall ,2015,2623
district,147,2011,Girls Toilet ,2015,3239
district,147,2011,Boys Toilet ,2015,3225
district,147,2011,Drinking Water ,2015,3223
district,147,2011,Electricity ,2015,1655
district,147,2011,Computer ,2015,497
district,43,2011,Playground ,2015,1116
district,43,2011,Boundarywall ,2015,1110
district,43,2011,Girls Toilet ,2015,1112
district,43,2011,Boys Toilet ,2015,1105
district,43,2011,Drinking Water ,2015,1118
district,43,2011,Electricity ,2015,1115
district,43,2011,Computer ,2015,485
district,561,2011,Playground ,2015,679
district,561,2011,Boundarywall ,2015,755
district,561,2011,Girls Toilet ,2015,815
district,561,2011,Boys Toilet ,2015,798
district,561,2011,Drinking Water ,2015,863
district,561,2011,Electricity ,2015,858
district,561,2011,Computer ,2015,404
district,508,2011,Playground ,2015,1218
district,508,2011,Boundarywall ,2015,1564
district,508,2011,Girls Toilet ,2015,1872
district,508,2011,Boys Toilet ,2015,1851
district,508,2011,Drinking Water ,2015,1931
district,508,2011,Electricity ,2015,1216
district,508,2011,Computer ,2015,727
district,389,2011,Playground ,2015,423
district,389,2011,Boundarywall ,2015,911
district,389,2011,Girls Toilet ,2015,1483
district,389,2011,Boys Toilet ,2015,1511
district,389,2011,Drinking Water ,2015,1553
district,389,2011,Electricity ,2015,315
district,389,2011,Computer ,2015,159
district,11,2011,Playground ,2015,250
district,11,2011,Boundarywall ,2015,271
district,11,2011,Girls Toilet ,2015,546
district,11,2011,Boys Toilet ,2015,577
district,11,2011,Drinking Water ,2015,617
district,11,2011,Electricity ,2015,155
district,11,2011,Computer ,2015,131
district,473,2011,Playground ,2015,819
district,473,2011,Boundarywall ,2015,1001
district,473,2011,Girls Toilet ,2015,964
district,473,2011,Boys Toilet ,2015,967
district,473,2011,Drinking Water ,2015,1002
district,473,2011,Electricity ,2015,1002
district,473,2011,Computer ,2015,888
district,99,2011,Playground ,2015,1619
district,99,2011,Boundarywall ,2015,2970
district,99,2011,Girls Toilet ,2015,3232
district,99,2011,Boys Toilet ,2015,3199
district,99,2011,Drinking Water ,2015,3226
district,99,2011,Electricity ,2015,2443
district,99,2011,Computer ,2015,1116
district,388,2011,Playground ,2015,1499
district,388,2011,Boundarywall ,2015,3225
district,388,2011,Girls Toilet ,2015,4284
district,388,2011,Boys Toilet ,2015,4217
district,388,2011,Drinking Water ,2015,4368
district,388,2011,Electricity ,2015,1805
district,388,2011,Computer ,2015,555
district,346,2011,Playground ,2015,1523
district,346,2011,Boundarywall ,2015,316
district,346,2011,Girls Toilet ,2015,1671
district,346,2011,Boys Toilet ,2015,1648
district,346,2011,Drinking Water ,2015,1694
district,346,2011,Electricity ,2015,106
district,346,2011,Computer ,2015,131
district,61,2011,Playground ,2015,1368
district,61,2011,Boundarywall ,2015,2235
district,61,2011,Girls Toilet ,2015,2624
district,61,2011,Boys Toilet ,2015,2594
district,61,2011,Drinking Water ,2015,2517
district,61,2011,Electricity ,2015,1729
district,61,2011,Computer ,2015,724
district,141,2011,Playground ,2015,1287
district,141,2011,Boundarywall ,2015,1458
district,141,2011,Girls Toilet ,2015,1510
district,141,2011,Boys Toilet ,2015,1486
district,141,2011,Drinking Water ,2015,1509
district,141,2011,Electricity ,2015,1232
district,141,2011,Computer ,2015,659
district,236,2011,Playground ,2015,1187
district,236,2011,Boundarywall ,2015,1637
district,236,2011,Girls Toilet ,2015,2869
district,236,2011,Boys Toilet ,2015,2673
district,236,2011,Drinking Water ,2015,3070
district,236,2011,Electricity ,2015,976
district,236,2011,Computer ,2015,134
district,140,2011,Playground ,2015,989
district,140,2011,Boundarywall ,2015,1604
district,140,2011,Girls Toilet ,2015,1705
district,140,2011,Boys Toilet ,2015,1688
district,140,2011,Drinking Water ,2015,1720
district,140,2011,Electricity ,2015,1296
district,140,2011,Computer ,2015,553
district,195,2011,Playground ,2015,4014
district,195,2011,Boundarywall ,2015,3920
district,195,2011,Girls Toilet ,2015,5554
district,195,2011,Boys Toilet ,2015,5495
district,195,2011,Drinking Water ,2015,5564
district,195,2011,Electricity ,2015,2229
district,195,2011,Computer ,2015,550
district,349,2011,Playground ,2015,1686
district,349,2011,Boundarywall ,2015,755
district,349,2011,Girls Toilet ,2015,3934
district,349,2011,Boys Toilet ,2015,3917
district,349,2011,Drinking Water ,2015,3792
district,349,2011,Electricity ,2015,837
district,349,2011,Computer ,2015,306
district,302,2011,Playground ,2015,1854
district,302,2011,Boundarywall ,2015,813
district,302,2011,Girls Toilet ,2015,2200
district,302,2011,Boys Toilet ,2015,2194
district,302,2011,Drinking Water ,2015,2200
district,302,2011,Electricity ,2015,405
district,302,2011,Computer ,2015,190
district,351,2011,Playground ,2015,501
district,351,2011,Boundarywall ,2015,304
district,351,2011,Girls Toilet ,2015,1807
district,351,2011,Boys Toilet ,2015,1812
district,351,2011,Drinking Water ,2015,1632
district,351,2011,Electricity ,2015,158
district,351,2011,Computer ,2015,82
district,313,2011,Playground ,2015,1323
district,313,2011,Boundarywall ,2015,934
district,313,2011,Girls Toilet ,2015,1803
district,313,2011,Boys Toilet ,2015,1821
district,313,2011,Drinking Water ,2015,1991
district,313,2011,Electricity ,2015,515
district,313,2011,Computer ,2015,235
district,183,2011,Playground ,2015,2893
district,183,2011,Boundarywall ,2015,2228
district,183,2011,Girls Toilet ,2015,4445
district,183,2011,Boys Toilet ,2015,4401
district,183,2011,Drinking Water ,2015,4425
district,183,2011,Electricity ,2015,1124
district,183,2011,Computer ,2015,535
district,507,2011,Playground ,2015,1280
district,507,2011,Boundarywall ,2015,1284
district,507,2011,Girls Toilet ,2015,1494
district,507,2011,Boys Toilet ,2015,1484
district,507,2011,Drinking Water ,2015,1503
district,507,2011,Electricity ,2015,1296
district,507,2011,Computer ,2015,594
district,217,2011,Playground ,2015,713
district,217,2011,Boundarywall ,2015,1147
district,217,2011,Girls Toilet ,2015,1910
district,217,2011,Boys Toilet ,2015,1886
district,217,2011,Drinking Water ,2015,1878
district,217,2011,Electricity ,2015,851
district,217,2011,Computer ,2015,191
district,188,2011,Playground ,2015,2687
district,188,2011,Boundarywall ,2015,2383
district,188,2011,Girls Toilet ,2015,4394
district,188,2011,Boys Toilet ,2015,4334
district,188,2011,Drinking Water ,2015,4383
district,188,2011,Electricity ,2015,1799
district,188,2011,Computer ,2015,603
district,579,2011,Playground ,2015,1772
district,579,2011,Boundarywall ,2015,1781
district,579,2011,Girls Toilet ,2015,2883
district,579,2011,Boys Toilet ,2015,2860
district,579,2011,Drinking Water ,2015,2890
district,579,2011,Electricity ,2015,2703
district,579,2011,Computer ,2015,866
district,366,2011,Playground ,2015,1134
district,366,2011,Boundarywall ,2015,438
district,366,2011,Girls Toilet ,2015,1928
district,366,2011,Boys Toilet ,2015,1906
district,366,2011,Drinking Water ,2015,1875
district,366,2011,Electricity ,2015,168
district,366,2011,Computer ,2015,168
district,458,2011,Playground ,2015,1799
district,458,2011,Boundarywall ,2015,947
district,458,2011,Girls Toilet ,2015,2680
district,458,2011,Boys Toilet ,2015,2673
district,458,2011,Drinking Water ,2015,2484
district,458,2011,Electricity ,2015,533
district,458,2011,Computer ,2015,377
district,548,2011,Playground ,2015,2809
district,548,2011,Boundarywall ,2015,2805
district,548,2011,Girls Toilet ,2015,4711
district,548,2011,Boys Toilet ,2015,4665
district,548,2011,Drinking Water ,2015,4735
district,548,2011,Electricity ,2015,4549
district,548,2011,Computer ,2015,1465
district,35,2011,Playground ,2015,2128
district,35,2011,Boundarywall ,2015,2141
district,35,2011,Girls Toilet ,2015,2140
district,35,2011,Boys Toilet ,2015,2127
district,35,2011,Drinking Water ,2015,2161
district,35,2011,Electricity ,2015,2161
district,35,2011,Computer ,2015,1035
district,86,2011,Playground ,2015,840
district,86,2011,Boundarywall ,2015,945
district,86,2011,Girls Toilet ,2015,898
district,86,2011,Boys Toilet ,2015,880
district,86,2011,Drinking Water ,2015,959
district,86,2011,Electricity ,2015,945
district,86,2011,Computer ,2015,493
district,421,2011,Playground ,2015,3206
district,421,2011,Boundarywall ,2015,2091
district,421,2011,Girls Toilet ,2015,3182
district,421,2011,Boys Toilet ,2015,3155
district,421,2011,Drinking Water ,2015,3288
district,421,2011,Electricity ,2015,1706
district,421,2011,Computer ,2015,1185
district,318,2011,Playground ,2015,387
district,318,2011,Boundarywall ,2015,358
district,318,2011,Girls Toilet ,2015,1694
district,318,2011,Boys Toilet ,2015,1669
district,318,2011,Drinking Water ,2015,1238
district,318,2011,Electricity ,2015,391
district,318,2011,Computer ,2015,143
district,28,2011,Playground ,2015,1363
district,168,2011,Playground ,2015,1363
district,28,2011,Boundarywall ,2015,2029
district,168,2011,Boundarywall ,2015,2029
district,28,2011,Girls Toilet ,2015,2154
district,168,2011,Girls Toilet ,2015,2154
district,28,2011,Boys Toilet ,2015,2138
district,168,2011,Boys Toilet ,2015,2138
district,28,2011,Drinking Water ,2015,2148
district,168,2011,Drinking Water ,2015,2148
district,28,2011,Electricity ,2015,1790
district,168,2011,Electricity ,2015,1790
district,28,2011,Computer ,2015,987
district,168,2011,Computer ,2015,987
district,100,2011,Playground ,2015,1363
district,100,2011,Boundarywall ,2015,2029
district,100,2011,Girls Toilet ,2015,2154
district,100,2011,Boys Toilet ,2015,2138
district,100,2011,Drinking Water ,2015,2148
district,100,2011,Electricity ,2015,1790
district,100,2011,Computer ,2015,987
district,341,2011,Playground ,2015,1057
district,341,2011,Boundarywall ,2015,1708
district,341,2011,Girls Toilet ,2015,3504
district,341,2011,Boys Toilet ,2015,3275
district,341,2011,Drinking Water ,2015,3628
district,341,2011,Electricity ,2015,3258
district,341,2011,Computer ,2015,759
district,448,2011,Playground ,2015,618
district,448,2011,Boundarywall ,2015,654
district,448,2011,Girls Toilet ,2015,912
district,448,2011,Boys Toilet ,2015,1032
district,448,2011,Drinking Water ,2015,1050
district,448,2011,Electricity ,2015,317
district,448,2011,Computer ,2015,201
district,155,2011,Playground ,2015,3713
district,155,2011,Boundarywall ,2015,3695
district,155,2011,Girls Toilet ,2015,5461
district,155,2011,Boys Toilet ,2015,5426
district,155,2011,Drinking Water ,2015,5458
district,155,2011,Electricity ,2015,1250
district,155,2011,Computer ,2015,483
district,68,2011,Playground ,2015,1326
district,68,2011,Boundarywall ,2015,1724
district,68,2011,Girls Toilet ,2015,1892
district,68,2011,Boys Toilet ,2015,1788
district,68,2011,Drinking Water ,2015,1881
district,68,2011,Electricity ,2015,1666
district,68,2011,Computer ,2015,769
district,574,2011,Playground ,2015,1544
district,574,2011,Boundarywall ,2015,2071
district,574,2011,Girls Toilet ,2015,2769
district,574,2011,Boys Toilet ,2015,2763
district,574,2011,Drinking Water ,2015,2781
district,574,2011,Electricity ,2015,2775
district,574,2011,Computer ,2015,557
district,564,2011,Playground ,2015,974
district,564,2011,Boundarywall ,2015,1171
district,564,2011,Girls Toilet ,2015,1462
district,564,2011,Boys Toilet ,2015,1439
district,564,2011,Drinking Water ,2015,1506
district,564,2011,Electricity ,2015,1493
district,564,2011,Computer ,2015,1050
district,360,2011,Playground ,2015,910
district,360,2011,Boundarywall ,2015,927
district,360,2011,Girls Toilet ,2015,1170
district,360,2011,Boys Toilet ,2015,1151
district,360,2011,Drinking Water ,2015,1182
district,360,2011,Electricity ,2015,895
district,360,2011,Computer ,2015,655
district,512,2011,Playground ,2015,910
district,512,2011,Boundarywall ,2015,927
district,512,2011,Girls Toilet ,2015,1170
district,512,2011,Boys Toilet ,2015,1151
district,512,2011,Drinking Water ,2015,1182
district,512,2011,Electricity ,2015,895
district,512,2011,Computer ,2015,655
district,80,2011,Playground ,2015,1273
district,80,2011,Boundarywall ,2015,1473
district,80,2011,Girls Toilet ,2015,1380
district,80,2011,Boys Toilet ,2015,1302
district,80,2011,Drinking Water ,2015,1483
district,80,2011,Electricity ,2015,1475
district,80,2011,Computer ,2015,785
district,449,2011,Playground ,2015,2055
district,449,2011,Boundarywall ,2015,1251
district,449,2011,Girls Toilet ,2015,2133
district,449,2011,Boys Toilet ,2015,2098
district,449,2011,Drinking Water ,2015,2198
district,449,2011,Electricity ,2015,515
district,449,2011,Computer ,2015,367
district,38,2011,Playground ,2015,2237
district,38,2011,Boundarywall ,2015,2250
district,38,2011,Girls Toilet ,2015,2279
district,38,2011,Boys Toilet ,2015,2255
district,38,2011,Drinking Water ,2015,2286
district,38,2011,Electricity ,2015,2281
district,38,2011,Computer ,2015,1001
district,338,2011,Playground ,2015,1236
district,338,2011,Boundarywall ,2015,2419
district,338,2011,Girls Toilet ,2015,4356
district,338,2011,Boys Toilet ,2015,4235
district,338,2011,Drinking Water ,2015,4428
district,338,2011,Electricity ,2015,3967
district,338,2011,Computer ,2015,788
district,536,2011,Playground ,2015,1986
district,536,2011,Boundarywall ,2015,3232
district,536,2011,Girls Toilet ,2015,3416
district,536,2011,Boys Toilet ,2015,3330
district,536,2011,Drinking Water ,2015,3410
district,536,2011,Electricity ,2015,3241
district,536,2011,Computer ,2015,2696
district,596,2011,Playground ,2015,437
district,596,2011,Boundarywall ,2015,451
district,596,2011,Girls Toilet ,2015,688
district,596,2011,Boys Toilet ,2015,688
district,596,2011,Drinking Water ,2015,675
district,596,2011,Electricity ,2015,590
district,596,2011,Computer ,2015,581
district,278,2011,Playground ,2015,497
district,278,2011,Boundarywall ,2015,319
district,278,2011,Girls Toilet ,2015,636
district,278,2011,Boys Toilet ,2015,625
district,278,2011,Drinking Water ,2015,666
district,278,2011,Electricity ,2015,253
district,278,2011,Computer ,2015,212
district,277,2011,Playground ,2015,413
district,277,2011,Boundarywall ,2015,303
district,277,2011,Girls Toilet ,2015,563
district,277,2011,Boys Toilet ,2015,564
district,277,2011,Drinking Water ,2015,585
district,277,2011,Electricity ,2015,230
district,277,2011,Computer ,2015,220
district,439,2011,Playground ,2015,3015
district,439,2011,Boundarywall ,2015,2958
district,439,2011,Girls Toilet ,2015,3746
district,439,2011,Boys Toilet ,2015,3715
district,439,2011,Drinking Water ,2015,3788
district,439,2011,Electricity ,2015,2326
district,439,2011,Computer ,2015,1805
district,451,2011,Playground ,2015,1961
district,451,2011,Boundarywall ,2015,1676
district,451,2011,Girls Toilet ,2015,2886
district,451,2011,Boys Toilet ,2015,3019
district,451,2011,Drinking Water ,2015,3175
district,451,2011,Electricity ,2015,1157
district,451,2011,Computer ,2015,679
district,380,2011,Playground ,2015,415
district,380,2011,Boundarywall ,2015,248
district,380,2011,Girls Toilet ,2015,841
district,380,2011,Boys Toilet ,2015,904
district,380,2011,Drinking Water ,2015,419
district,380,2011,Electricity ,2015,207
district,380,2011,Computer ,2015,83
district,299,2011,Playground ,2015,415
district,299,2011,Boundarywall ,2015,248
district,299,2011,Girls Toilet ,2015,841
district,299,2011,Boys Toilet ,2015,904
district,299,2011,Drinking Water ,2015,419
district,299,2011,Electricity ,2015,207
district,299,2011,Computer ,2015,83
district,110,2011,Playground ,2015,5621
district,110,2011,Boundarywall ,2015,8153
district,110,2011,Girls Toilet ,2015,9095
district,110,2011,Boys Toilet ,2015,8941
district,110,2011,Drinking Water ,2015,8939
district,110,2011,Electricity ,2015,6190
district,110,2011,Computer ,2015,4375
district,114,2011,Playground ,2015,649
district,114,2011,Boundarywall ,2015,1380
district,114,2011,Girls Toilet ,2015,1704
district,114,2011,Boys Toilet ,2015,1669
district,114,2011,Drinking Water ,2015,1672
district,114,2011,Electricity ,2015,633
district,114,2011,Computer ,2015,375
district,382,2011,Playground ,2015,2194
district,382,2011,Boundarywall ,2015,2185
district,382,2011,Girls Toilet ,2015,2194
district,382,2011,Boys Toilet ,2015,2159
district,382,2011,Drinking Water ,2015,2228
district,382,2011,Electricity ,2015,2228
district,382,2011,Computer ,2015,1232
district,37,2011,Playground ,2015,2194
district,37,2011,Boundarywall ,2015,2185
district,37,2011,Girls Toilet ,2015,2194
district,37,2011,Boys Toilet ,2015,2159
district,37,2011,Drinking Water ,2015,2228
district,37,2011,Electricity ,2015,2228
district,37,2011,Computer ,2015,1232
district,165,2011,Playground ,2015,2015
district,165,2011,Boundarywall ,2015,1839
district,165,2011,Girls Toilet ,2015,2626
district,165,2011,Boys Toilet ,2015,2579
district,165,2011,Drinking Water ,2015,2736
district,165,2011,Electricity ,2015,1222
district,165,2011,Computer ,2015,301
district,499,2011,Playground ,2015,2994
district,499,2011,Boundarywall ,2015,2846
district,499,2011,Girls Toilet ,2015,3014
district,499,2011,Boys Toilet ,2015,2982
district,499,2011,Drinking Water ,2015,3121
district,499,2011,Electricity ,2015,2707
district,499,2011,Computer ,2015,1422
district,514,2011,Playground ,2015,1820
district,514,2011,Boundarywall ,2015,1523
district,514,2011,Girls Toilet ,2015,2117
district,514,2011,Boys Toilet ,2015,2101
district,514,2011,Drinking Water ,2015,2137
district,514,2011,Electricity ,2015,1501
district,514,2011,Computer ,2015,852
district,116,2011,Playground ,2015,1432
district,116,2011,Boundarywall ,2015,2563
district,116,2011,Girls Toilet ,2015,2859
district,116,2011,Boys Toilet ,2015,2810
district,116,2011,Drinking Water ,2015,2815
district,116,2011,Electricity ,2015,1468
district,116,2011,Computer ,2015,741
district,328,2011,Playground ,2015,1552
district,328,2011,Boundarywall ,2015,781
district,328,2011,Girls Toilet ,2015,2710
district,328,2011,Boys Toilet ,2015,2666
district,328,2011,Drinking Water ,2015,2665
district,328,2011,Electricity ,2015,1720
district,328,2011,Computer ,2015,299
district,21,2011,Playground ,2015,1720
district,21,2011,Boundarywall ,2015,1705
district,21,2011,Girls Toilet ,2015,2275
district,21,2011,Boys Toilet ,2015,2247
district,21,2011,Drinking Water ,2015,2349
district,21,2011,Electricity ,2015,1473
district,21,2011,Computer ,2015,876
district,477,2011,Playground ,2015,736
district,477,2011,Boundarywall ,2015,1016
district,477,2011,Girls Toilet ,2015,991
district,477,2011,Boys Toilet ,2015,971
district,477,2011,Drinking Water ,2015,1059
district,477,2011,Electricity ,2015,1056
district,477,2011,Computer ,2015,833
district,363,2011,Playground ,2015,503
district,363,2011,Boundarywall ,2015,360
district,363,2011,Girls Toilet ,2015,1270
district,363,2011,Boys Toilet ,2015,1265
district,363,2011,Drinking Water ,2015,1264
district,363,2011,Electricity ,2015,323
district,363,2011,Computer ,2015,52
district,238,2011,Playground ,2015,747
district,238,2011,Boundarywall ,2015,723
district,238,2011,Girls Toilet ,2015,1766
district,238,2011,Boys Toilet ,2015,1753
district,238,2011,Drinking Water ,2015,1601
district,238,2011,Electricity ,2015,567
district,238,2011,Computer ,2015,112
district,405,2011,Playground ,2015,1303
district,405,2011,Boundarywall ,2015,1840
district,405,2011,Girls Toilet ,2015,2743
district,405,2011,Boys Toilet ,2015,2728
district,405,2011,Drinking Water ,2015,2815
district,405,2011,Electricity ,2015,2399
district,405,2011,Computer ,2015,315
district,402,2011,Playground ,2015,1829
district,402,2011,Boundarywall ,2015,1886
district,402,2011,Girls Toilet ,2015,2377
district,402,2011,Boys Toilet ,2015,2376
district,402,2011,Drinking Water ,2015,2433
district,402,2011,Electricity ,2015,508
district,402,2011,Computer ,2015,170
district,194,2011,Playground ,2015,2600
district,194,2011,Boundarywall ,2015,3503
district,194,2011,Girls Toilet ,2015,5565
district,194,2011,Boys Toilet ,2015,5504
district,194,2011,Drinking Water ,2015,5531
district,194,2011,Electricity ,2015,1930
district,194,2011,Computer ,2015,1741
district,239,2011,Playground ,2015,303
district,239,2011,Boundarywall ,2015,610
district,239,2011,Girls Toilet ,2015,958
district,239,2011,Boys Toilet ,2015,939
district,239,2011,Drinking Water ,2015,986
district,239,2011,Electricity ,2015,376
district,239,2011,Computer ,2015,93
district,464,2011,Playground ,2015,937
district,464,2011,Boundarywall ,2015,745
district,464,2011,Girls Toilet ,2015,2510
district,464,2011,Boys Toilet ,2015,2483
district,464,2011,Drinking Water ,2015,2469
district,464,2011,Electricity ,2015,340
district,464,2011,Computer ,2015,192
district,83,2011,Playground ,2015,805
district,83,2011,Boundarywall ,2015,881
district,83,2011,Girls Toilet ,2015,869
district,83,2011,Boys Toilet ,2015,842
district,83,2011,Drinking Water ,2015,894
district,83,2011,Electricity ,2015,887
district,83,2011,Computer ,2015,522
district,129,2011,Playground ,2015,1119
district,129,2011,Boundarywall ,2015,1832
district,129,2011,Girls Toilet ,2015,2291
district,129,2011,Boys Toilet ,2015,2263
district,129,2011,Drinking Water ,2015,2209
district,129,2011,Electricity ,2015,1013
district,129,2011,Computer ,2015,282
district,166,2011,Playground ,2015,1660
district,166,2011,Boundarywall ,2015,2086
district,166,2011,Girls Toilet ,2015,2512
district,166,2011,Boys Toilet ,2015,2477
district,166,2011,Drinking Water ,2015,2512
district,166,2011,Electricity ,2015,1548
district,166,2011,Computer ,2015,486
district,371,2011,Playground ,2015,272
district,371,2011,Boundarywall ,2015,724
district,371,2011,Girls Toilet ,2015,867
district,371,2011,Boys Toilet ,2015,857
district,371,2011,Drinking Water ,2015,875
district,371,2011,Electricity ,2015,339
district,371,2011,Computer ,2015,163
district,103,2011,Playground ,2015,2027
district,103,2011,Boundarywall ,2015,2830
district,103,2011,Girls Toilet ,2015,3010
district,103,2011,Boys Toilet ,2015,2978
district,103,2011,Drinking Water ,2015,3012
district,103,2011,Electricity ,2015,2425
district,103,2011,Computer ,2015,1342
district,77,2011,Playground ,2015,924
district,77,2011,Boundarywall ,2015,1085
district,77,2011,Girls Toilet ,2015,1032
district,77,2011,Boys Toilet ,2015,979
district,77,2011,Drinking Water ,2015,1091
district,77,2011,Electricity ,2015,1073
district,77,2011,Computer ,2015,567
district,113,2011,Playground ,2015,3564
district,113,2011,Boundarywall ,2015,4939
district,113,2011,Girls Toilet ,2015,5763
district,113,2011,Boys Toilet ,2015,5648
district,113,2011,Drinking Water ,2015,5677
district,113,2011,Electricity ,2015,3046
district,113,2011,Computer ,2015,1910
district,312,2011,Playground ,2015,812
district,312,2011,Boundarywall ,2015,1151
district,312,2011,Girls Toilet ,2015,2359
district,312,2011,Boys Toilet ,2015,2304
district,312,2011,Drinking Water ,2015,2570
district,312,2011,Electricity ,2015,864
district,312,2011,Computer ,2015,266
district,479,2011,Playground ,2015,987
district,479,2011,Boundarywall ,2015,1208
district,479,2011,Girls Toilet ,2015,1202
district,479,2011,Boys Toilet ,2015,1216
district,479,2011,Drinking Water ,2015,1243
district,479,2011,Electricity ,2015,1238
district,479,2011,Computer ,2015,1049
district,137,2011,Playground ,2015,1975
district,137,2011,Boundarywall ,2015,2708
district,137,2011,Girls Toilet ,2015,2906
district,137,2011,Boys Toilet ,2015,2880
district,137,2011,Drinking Water ,2015,2920
district,137,2011,Electricity ,2015,1614
district,137,2011,Computer ,2015,752
district,407,2011,Playground ,2015,1564
district,407,2011,Boundarywall ,2015,1941
district,407,2011,Girls Toilet ,2015,2016
district,407,2011,Boys Toilet ,2015,1989
district,407,2011,Drinking Water ,2015,2121
district,407,2011,Electricity ,2015,2104
district,407,2011,Computer ,2015,1565
district,468,2011,Playground ,2015,1564
district,468,2011,Boundarywall ,2015,1941
district,468,2011,Girls Toilet ,2015,2016
district,468,2011,Boys Toilet ,2015,1989
district,468,2011,Drinking Water ,2015,2121
district,468,2011,Electricity ,2015,2104
district,468,2011,Computer ,2015,1565
